Family,Genus,C3,CAM,C3-CAM,C4-CAM,C4,C3-C4,Sources,Order,Subfamily,Tribe,Subtribe
Rosaceae,Stephanandra,,,,,,,,,,,
Asteraceae,Stephanbeckia,,,,,,,,,,,
Menispermaceae,Stephania,,,,,,,,,,,
Loranthaceae,Stephaniscus,,,,,,,,,,,
Boraginaceae,Stephanocaryum,,,,,,,,,,,
Cactaceae,Stephanocereus,0.0,1.0,0.0,0.0,0.0,,,Caryophyllales,,,
Asteraceae,Stephanochilus,,,,,,,,,,,
Rubiaceae,Stephanococcus,,,,,,,,,,,
Asteraceae,Stephanocoma,,,,,,,,,,,
Thymelaeaceae,Stephanodaphne,,,,,,,,,,,
Asteraceae,Stephanodoria,,,,,,,,,,,
Melastomataceae,Stephanogastra,,,,,,,,,,,
Asteraceae,Stephanomeria,,,,,,,,,,,
Asteraceae,Stephanopappus,,,,,,,,,,,
Asteraceae,Stephanopholis,,,,,,,,,,,
Acanthaceae,Stephanophysum,,,,,,,,,,,
Dichapetalaceae,Stephanopodium,,,,,,,,,,,
Apiaceae,Stephanorossia,,,,,,,,,,,
Meliaceae,Stephanosiphon,,,,,,,,,,,
Apocynaceae,Stephanostegia,,,,,,,,,,,
Apocynaceae,Stephanostema,,,,,,,,,,,
Orchidaceae,Stephanothelys,,,,,,,,,,,
Apocynaceae,Stephanotis,,,,,,,,,,,
Melastomataceae,Stephanotrichum,,,,,,,,,,,
Rubiaceae,Stephegyne,,,,,,,,,,,
Asteraceae,Steptorhamphus,,,,,,,,,,,
Asteraceae,Stera,,,,,,,,,,,
Malvaceae,Sterculia,,,,,,,,,,,
Myrtaceae,Stereocaryum,,,,,,,,,,,
Orchidaceae,Stereochilus,,,,,,,,,,,
Poaceae,Stereochlaena,0.0,0.0,0.0,0.0,1.0,0.0,Watson and Dallwitz (1992),,,,
Orchidaceae,Stereosandra,,,,,,,,,,,
Asteraceae,Stereosanthus,,,,,,,,,,,
Bignoniaceae,Stereospermum,,,,,,,,,,,
Brassicaceae,Sterigma,,,,,,,,,,,
Rhizophoraceae,Sterigmapetalum,,,,,,,,,,,
Brassicaceae,Sterigmostemon,,,,,,,,,,,
Brassicaceae,Sterigmostemum,,,,,,,,,,,
Convolvulaceae,Steripha,,,,,,,,,,,
Asteraceae,Steriphe,,,,,,,,,,,
Capparaceae,Steriphoma,,,,,,,,,,,
Amaryllidaceae,Sternbergia,,,,,,,,,,,
Aizoaceae,Sterropetalum,,,,,,,,,,,
Cactaceae,Stetsonia,0.0,1.0,0.0,0.0,0.0,,,Caryophyllales,,,
Araceae,Steudnera,,,,,,,,,,,
Brassicaceae,Stevenia,,,,,,,,,,,
Orchidaceae,Steveniella,,,,,,,,,,,
Rubiaceae,Stevensia,,,,,,,,,,,
Asteraceae,Stevia,,,,,,,,,,,
Asteraceae,Steviopsis,,,,,,,,,,,
Convolvulaceae,Stevogtia,,,,,,,,,,,
Theaceae,Stewartia,,,,,,,,,,,
Apiaceae,Stewartiella,,,,,,,,,,,
Bromeliaceae,Steyerbromelia,,,,,,,,,,,
Rubiaceae,Steyermarkia,,,,,,,,,,,
Asteraceae,Steyermarkina,,,,,,,,,,,
Poaceae,Steyermarkochloa,1.0,0.0,0.0,0.0,0.0,0.0,Watson and Dallwitz (1992),,,,
Asteraceae,Sthaelina,,,,,,,,,,,
Rubiaceae,Stichianthus,,,,,,,,,,,
Stemonaceae,Stichoneuron,,,,,,,,,,,
Orchidaceae,Stichorchis,,,,,,,,,,,
Orchidaceae,Stichorkis,,,,,,,,,,,
Convolvulaceae,Stictocardia,,,,,,,,,,,
Orchidaceae,Stictophyllorchis,,,,,,,,,,,
Orchidaceae,Stictophyllum,,,,,,,,,,,
Asteraceae,Stifftia,,,,,,,,,,,
Rubiaceae,Stigmanthus,,,,,,,,,,,
Malpighiaceae,Stigmaphyllon,,,,,,,,,,,
Aizoaceae,Stigmatocarpum,,,,,,,,,,,
Orchidaceae,Stigmatodactylus,,,,,,,,,,,
Apocynaceae,Stigmatorhynchus,,,,,,,,,,,
Orchidaceae,Stigmatosema,,,,,,,,,,,
Asteraceae,Stigmatotheca,,,,,,,,,,,
Amaranthaceae,Stilbanthus,1.0,0.0,0.0,0.0,0.0,,Sage et al (2007),Caryophyllales,,,
Stilbaceae,Stilbe,,,,,,,,,,,
Araliaceae,Stilbocarpa,,,,,,,,,,,
Euphorbiaceae,Stillingia,,,,,,,,,,,
Asteraceae,Stilpnogyne,,,,,,,,,,,
Asteraceae,Stilpnolepis,,,,,,,,,,,
Asteraceae,Stilpnopappus,,,,,,,,,,,
Rubiaceae,Stilpnophyllum,,,,,,,,,,,
Solanaceae,Stimomphis,,,,,,,,,,,
Solanaceae,Stimoryne,,,,,,,,,,,
Primulaceae,Stimpsonia,,,,,,,,,,,
Poaceae,Stipa,1.0,0.0,0.0,0.0,0.0,0.0,Metcalfe (1960); Watson and Dallwitz (1992),,,,
Poaceae,Stipagrostis,0.0,0.0,0.0,0.0,1.0,0.0,Osborne et al (2014); Metcalfe (1960); Renvoize (1986); Watson and Dallwitz (1992); Sage et al. (1999),,,,
Apocynaceae,Stipecoma,,,,,,,,,,,
Poaceae,Stipidium,,,,,,,,,,,
Rubiaceae,Stipularia,,,,,,,,,,,
Caryophyllaceae,Stipulicida,,,,,,,,,,,
Proteaceae,Stirlingia,,,,,,,,,,,
Fabaceae,Stirtonanthus,,,,,,,,,,,
Fabaceae,Stirtonia,,,,,,,,,,,
Apocynaceae,Stissera,,,,,,,,,,,
Sapotaceae,Stisseria,,,,,,,,,,,
Capparaceae,Stixis,,,,,,,,,,,
Fabaceae,Stiza,,,,,,,,,,,
Fabaceae,Stizolobium,,,,,,,,,,,
Asteraceae,Stizolophus,,,,,,,,,,,
Bignoniaceae,Stizophyllum,,,,,,,,,,,
Asteraceae,Stobaea,,,,,,,,,,,
Sapindaceae,Stocksia,,,,,,,,,,,
Myrtaceae,Stockwellia,,,,,,,,,,,
Asteraceae,Stoebe,,,,,,,,,,,
Aizoaceae,Stoeberia,0.0,1.0,0.0,0.0,0.0,,,Caryophyllales,,,
Scrophulariaceae,Stoechadomentha,,,,,,,,,,,
Apiaceae,Stoibrax,,,,,,,,,,,
Asteraceae,Stokesia,,,,,,,,,,,
Olacaceae,Stolidia,,,,,,,,,,,
Cunoniaceae,Stollaea,,,,,,,,,,,
Orchidaceae,Stolzia,,,,,,,,,,,
Convolvulaceae,Stomadena,,,,,,,,,,,
Asteraceae,Stomatanthes,,,,,,,,,,,
Aizoaceae,Stomatium,,,,,,,,,,,
Asteraceae,Stomatochaeta,,,,,,,,,,,
Apocynaceae,Stomatostemma,,,,,,,,,,,
Boraginaceae,Stomotechium,,,,,,,,,,,
Podostemaceae,Stonesia,,,,,,,,,,,
Fabaceae,Stonesiella,,,,,,,,,,,
Fabaceae,Storckiella,,,,,,,,,,,
Sapindaceae,Storthocalyx,,,,,,,,,,,
Fabaceae,Stracheya,,,,,,,,,,,
Aristolochiaceae,Strakaea,,,,,,,,,,,
Asteraceae,Stramentopappus,,,,,,,,,,,
Solanaceae,Stramonium,,,,,,,,,,,
Proteaceae,Strangea,,,,,,,,,,,
Rosaceae,Stranvaesia,,,,,,,,,,,
Strasburgeriaceae,Strasburgeria,,,,,,,,,,,
Hydrocharitaceae,Stratiotes,,,,,,,,,,,
Brassicaceae,Straussiella,,,,,,,,,,,
Acanthaceae,Streblacanthus,,,,,,,,,,,
Boraginaceae,Streblanthera,,,,,,,,,,,
Capparaceae,Streblocarpus,,,,,,,,,,,
Poaceae,Streblochaete,,,,,,,,,,,
Fabaceae,Streblorrhiza,,,,,,,,,,,
Rubiaceae,Streblosa,,,,,,,,,,,
Rubiaceae,Streblosiopsis,,,,,,,,,,,
Moraceae,Streblus,,,,,,,,,,,
Asteraceae,Streckera,,,,,,,,,,,
Strelitziaceae,Strelitzia,,,,,,,,,,,
Apocynaceae,Strempeliopsis,,,,,,,,,,,
Combretaceae,Strephonema,,,,,,,,,,,
Loranthaceae,Strepsimela,,,,,,,,,,,
Brassicaceae,Streptanthella,,,,,,,,,,,
Brassicaceae,Streptanthus,,,,,,,,,,,
Bromeliaceae,Streptocalyx,0.0,1.0,0.0,0.0,0.0,,,Poales,,,
Gesneriaceae,Streptocarpus,,,,,,,,,,,
Apocynaceae,Streptocaulon,,,,,,,,,,,
Poaceae,Streptochaeta,1.0,0.0,0.0,0.0,0.0,0.0,Metcalfe (1960); Watson and Dallwitz (1992),,,,
Asteraceae,Streptoglossa,,,,,,,,,,,
Poaceae,Streptogyna,1.0,0.0,0.0,0.0,0.0,0.0,Metcalfe (1960); Watson and Dallwitz (1992),,,,
Commelinaceae,Streptolirion,,,,,,,,,,,
Brassicaceae,Streptoloma,,,,,,,,,,,
Poaceae,Streptolophus,0.0,0.0,0.0,0.0,1.0,0.0,Watson and Dallwitz (1992),,,,
Passifloraceae,Streptopetalum,,,,,,,,,,,
Liliaceae,Streptopus,,,,,,,,,,,
Fabaceae,Streptosema,,,,,,,,,,,
Acanthaceae,Streptosiphon,,,,,,,,,,,
Solanaceae,Streptosolen,,,,,,,,,,,
Poaceae,Streptostachys,1.0,0.0,0.0,0.0,1.0,1.0,Osborne et al (2014); Watson and Dallwitz (1992); Filgueiras et al (1993); De Olivera and Longhi-Wagner (2007); Morrone and Zuloaga (1991); Sede et al. (2009);,,,,
Solanaceae,Streptostigma,,,,,,,,,,,
Berberidopsidaceae,Streptothamnus,,,,,,,,,,,
Orobanchaceae,Striga,,,,,,,,,,,
Styracaceae,Strigilia,,,,,,,,,,,
Linderniaceae,Strigina,,,,,,,,,,,
Brassicaceae,Strigosella,,,,,,,,,,,
Acanthaceae,Strobilacanthus,,,,,,,,,,,
Acanthaceae,Strobilanthes,,,,,,,,,,,
Acanthaceae,Strobilanthopsis,,,,,,,,,,,
Acanthaceae,Strobilanthus,,,,,,,,,,,
Scrophulariaceae,Strobilopsis,,,,,,,,,,,
Asteraceae,Strobocalyx,,,,,,,,,,,
Apocynaceae,Strobopetalum,,,,,,,,,,,
Brassicaceae,Stroganowia,,,,,,,,,,,
Marantaceae,Stromanthe,,,,,,,,,,,
Cactaceae,Stromatocactus,,,,,,,,,,,
Cactaceae,Stromatocarpus,,,,,,,,,,,
Cactaceae,Strombocactus,0.0,1.0,0.0,0.0,0.0,,,Caryophyllales,,,
Fabaceae,Strombocarpa,,,,,,,,,,,
Olacaceae,Strombosia,,,,,,,,,,,
Olacaceae,Strombosiopsis,,,,,,,,,,,
Fabaceae,Strongylodon,,,,,,,,,,,
Acanthaceae,Strophacanthus,,,,,,,,,,,
Apocynaceae,Strophanthus,,,,,,,,,,,
Euphorbiaceae,Strophioblachia,,,,,,,,,,,
Convolvulaceae,Strophocaulos,,,,,,,,,,,
Asteraceae,Strophopappus,,,,,,,,,,,
Fabaceae,Strophostyles,,,,,,,,,,,
Asteraceae,Strotheria,,,,,,,,,,,
Asteraceae,Struchium,,,,,,,,,,,
Amaryllidaceae,Strumaria,,,,,,,,,,,
Rubiaceae,Strumpfia,,,,,,,,,,,
Loranthaceae,Struthanthus,,,,,,,,,,,
Thymelaeaceae,Struthiola,,,,,,,,,,,
Lauraceae,Strychnodaphne,,,,,,,,,,,
Menispermaceae,Strychnopsis,,,,,,,,,,,
Loganiaceae,Strychnos,,,,,,,,,,,
Fabaceae,Stryphnodendron,,,,,,,,,,,
Asteraceae,Stuartina,,,,,,,,,,,
Brassicaceae,Stubendorffia,,,,,,,,,,,
Potamogetonaceae,Stuckenia,,,,,,,,,,,
Asteraceae,Stuckertiella,,,,,,,,,,,
Capparaceae,Stuebelia,,,,,,,,,,,
Asteraceae,Stuessya,,,,,,,,,,,
Fabaceae,Stuhlmannia,,,,,,,,,,,
Melastomataceae,Stussenia,,,,,,,,,,,
Amaranthaceae,Stutzia,,,,,,,,,,,
Penaeaceae,Stylapterus,,,,,,,,,,,
Acanthaceae,Stylarthropus,,,,,,,,,,,
Stylidiaceae,Stylidium,,,,,,,,,,,
Asteraceae,Stylimnus,,,,,,,,,,,
Convolvulaceae,Stylisma,,,,,,,,,,,
Isoetaceae,Stylites,0.0,1.0,0.0,0.0,0.0,,,Isoetales,,,
Surianaceae,Stylobasium,,,,,,,,,,,
Buxaceae,Styloceras,,,,,,,,,,,
Araceae,Stylochaeton,,,,,,,,,,,
Araceae,Stylochiton,,,,,,,,,,,
Asteraceae,Stylocline,,,,,,,,,,,
Rubiaceae,Stylocoryna,,,,,,,,,,,
Primulaceae,Stylogyne,,,,,,,,,,,
Asteraceae,Stylolepis,,,,,,,,,,,
Asteraceae,Styloncerus,,,,,,,,,,,
Asteraceae,Stylopappus,,,,,,,,,,,
Papaveraceae,Stylophorum,,,,,,,,,,,
Crassulaceae,Stylophyllum,,,,,,,,,,,
Fabaceae,Stylosanthes,,,,,,,,,,,
Rubiaceae,Stylosiphonia,,,,,,,,,,,
Asteraceae,Stylotrichium,,,,,,,,,,,
Xanthorrhoeaceae,Stypandra,,,,,,,,,,,
Ericaceae,Styphelia,,,,,,,,,,,
Fabaceae,Styphnolobium,,,,,,,,,,,
Anacardiaceae,Styphonia,,,,,,,,,,,
Poaceae,Styppeiochloa,1.0,0.0,0.0,0.0,0.0,0.0,Renvoize (1986),,,,
Styracaceae,Styrax,,,,,,,,,,,
Melastomataceae,Styrophyton,,,,,,,,,,,
Amaranthaceae,Suaeda,1.0,0.0,0.0,0.0,1.0,0.0,Sage (2016); Schutze et al (2003); Kapralov et al (2006),,,,
Orchidaceae,Suarezia,,,,,,,,,,,
Rubiaceae,Suberanthus,,,,,,,,,,,
Cactaceae,Submatucana,,,,,,,,,,,
Cactaceae,Subpilocereus,,,,,,,,,,,
Brassicaceae,Subularia,,,,,,,,,,,
Caprifoliaceae,Succisa,,,,,,,,,,,
Caprifoliaceae,Succisella,,,,,,,,,,,
Asteraceae,Succisocrepis,,,,,,,,,,,
Brassicaceae,Succowia,,,,,,,,,,,
Boraginaceae,Suchtelenia,,,,,,,,,,,
Amaranthaceae,Suckleya,,,,,,,,,,,
Poaceae,Sucrea,1.0,0.0,0.0,0.0,0.0,0.0,Watson and Dallwitz (1992),,,,
Orchidaceae,Sudamerlycaste,,,,,,,,,,,
Poaceae,Suddia,1.0,0.0,0.0,0.0,0.0,0.0,BEP clade,,,,
Acanthaceae,Suessenguthia,,,,,,,,,,,
Molluginaceae,Suessenguthiella,,,,,,,,,,,
Saxifragaceae,Suksdorfia,,,,,,,,,,,
Cactaceae,Sulcorebutia,0.0,1.0,0.0,0.0,0.0,,,Caryophyllales,,,
Rubiaceae,Sulipa,,,,,,,,,,,
Fabaceae,Sulitra,,,,,,,,,,,
Fabaceae,Sulla,,,,,,,,,,,
Saxifragaceae,Sullivantea,,,,,,,,,,,
Saxifragaceae,Sullivantia,,,,,,,,,,,
Rubiaceae,Sulzeria,,,,,,,,,,,
Anacardiaceae,Sumacus,,,,,,,,,,,
Cyperaceae,Sumatroscirpus,1.0,0.0,0.0,0.0,0.0,0.0,Bruhl and Wilson (2007),,,,
Euphorbiaceae,Sumbaviopsis,,,,,,,,,,,
Orchidaceae,Summerhayesia,,,,,,,,,,,
Ranunculaceae,Sumnera,,,,,,,,,,,
Polygonaceae,Sunania,,,,,,,,,,,
Dipterocarpaceae,Sunaptea,,,,,,,,,,,
Dipterocarpaceae,Sunapteopsis,,,,,,,,,,,
Orchidaceae,Sunipia,,,,,,,,,,,
Euphorbiaceae,Suregada,,,,,,,,,,,
Meliaceae,Surenus,,,,,,,,,,,
Surianaceae,Suriana,,,,,,,,,,,
Scrophulariaceae,Sutera,,,,,,,,,,,
Fabaceae,Sutherlandia,,,,,,,,,,,
Orchidaceae,Sutrina,,,,,,,,,,,
Primulaceae,Suttonia,,,,,,,,,,,
Lamiaceae,Suzukia,,,,,,,,,,,
Orchidaceae,Svenkoeltzia,,,,,,,,,,,
Melastomataceae,Svitramia,,,,,,,,,,,
Fabaceae,Swainsona,,,,,,,,,,,
Poaceae,Swallenia,0.0,0.0,0.0,0.0,1.0,0.0,Metcalfe (1960); Watson and Dallwitz (1992),,,,
Asteraceae,Swammerdamia,,,,,,,,,,,
Solanaceae,Swanalloia,,,,,,,,,,,
Fabaceae,Swantia,,,,,,,,,,,
Solanaceae,Swartsia,,,,,,,,,,,
Fabaceae,Swartzia,,,,,,,,,,,
Fabaceae,Sweetia,,,,,,,,,,,
Gentianaceae,Swertia,,,,,,,,,,,
Gentianaceae,Swertopsis,,,,,,,,,,,
Cornaceae,Swida,,,,,,,,,,,
Meliaceae,Swietenia,,,,,,,,,,,
Rutaceae,Swinglea,,,,,,,,,,,
Anacardiaceae,Swintonia,,,,,,,,,,,
Arecaceae,Syagrus,,,,,,,,,,,
Amaranthaceae,Syama,,,,,,,,,,,
Menispermaceae,Sychnosepalum,,,,,,,,,,,
Hamamelidaceae,Sycoparrotia,,,,,,,,,,,
Hamamelidaceae,Sycopsis,,,,,,,,,,,
Mayacaceae,Syena,,,,,,,,,,,
Fabaceae,Sylvichadsia,,,,,,,,,,,
Gentianaceae,Symbolanthus,,,,,,,,,,,
Piperaceae,Symbryon,,,,,,,,,,,
Convolvulaceae,Symethus,,,,,,,,,,,
Polygonaceae,Symmeria,,,,,,,,,,,
Solanaceae,Symonanthus,,,,,,,,,,,
Amaranthaceae,Sympegma,0.0,0.0,0.0,0.0,1.0,0.0,Akhani et al (2007),Caryophyllales,,,
Fabaceae,Sympetalandra,,,,,,,,,,,
Loasaceae,Sympetaleia,,,,,,,,,,,
Proteaceae,Symphionema,,,,,,,,,,,
Asteraceae,Symphipappus,,,,,,,,,,,
Clusiaceae,Symphonia,,,,,,,,,,,
Lamiaceae,Symphorema,,,,,,,,,,,
Caprifoliaceae,Symphoria,,,,,,,,,,,
Caprifoliaceae,Symphoricarpos,,,,,,,,,,,
Lamiaceae,Symphostemon,,,,,,,,,,,
Asteraceae,Symphyllocarpus,,,,,,,,,,,
Gentianaceae,Symphyllophyton,,,,,,,,,,,
Goodeniaceae,Symphyobasis,,,,,,,,,,,
Asteraceae,Symphyochaeta,,,,,,,,,,,
Apiaceae,Symphyoloma,,,,,,,,,,,
Proteaceae,Symphyonema,,,,,,,,,,,
Asteraceae,Symphyopappus,,,,,,,,,,,
Asteraceae,Symphyotrichum,,,,,,,,,,,
Ericaceae,Symphysia,,,,,,,,,,,
Apocynaceae,Symphysicarpus,,,,,,,,,,,
Meliaceae,Symphytosiphon,,,,,,,,,,,
Boraginaceae,Symphytum,,,,,,,,,,,
Ericaceae,Sympieza,,,,,,,,,,,
Acanthaceae,Symplectochilus,,,,,,,,,,,
Poaceae,Symplectrodia,0.0,0.0,0.0,0.0,1.0,0.0,Watson and Dallwitz (1992),,,,
Araceae,Symplocarpus,,,,,,,,,,,
Pentaphylacaceae,Symplococarpon,,,,,,,,,,,
Symplocaceae,Symplocos,,,,,,,,,,,
Euphorbiaceae,Synadenium,0.0,1.0,0.0,0.0,0.0,,,Malpighiales,,,
Fagaceae,Synaedrys,,,,,,,,,,,
Gentianaceae,Synallodia,,,,,,,,,,,
Lamiaceae,Synandra,,,,,,,,,,,
Thymelaeaceae,Synandrodaphne,,,,,,,,,,,
Araceae,Synandrospadix,,,,,,,,,,,
Proteaceae,Synaphea,,,,,,,,,,,
Schlegeliaceae,Synapsis,,,,,,,,,,,
Rubiaceae,Synaptantha,,,,,,,,,,,
Thymelaeaceae,Synaptolepis,,,,,,,,,,,
Aizoaceae,Synaptophyllum,0.0,1.0,0.0,0.0,0.0,,,Caryophyllales,,,
Asteraceae,Syncalathium,,,,,,,,,,,
Asteraceae,Syncarpha,,,,,,,,,,,
Myrtaceae,Syncarpia,,,,,,,,,,,
Asteraceae,Syncephalum,,,,,,,,,,,
Asteraceae,Synchaeta,,,,,,,,,,,
Asteraceae,Synchodendron,,,,,,,,,,,
Apiaceae,Synclinostyles,,,,,,,,,,,
Menispermaceae,Synclisia,,,,,,,,,,,
Lamiaceae,Syncolostemon,,,,,,,,,,,
Asteraceae,Syncretocarpus,,,,,,,,,,,
Ericaceae,Syndesmanthus,,,,,,,,,,,
Lauraceae,Syndiclis,,,,,,,,,,,
Euphorbiaceae,Syndyophyllum,,,,,,,,,,,
Arecaceae,Synechanthus,,,,,,,,,,,
Asteraceae,Synedrella,,,,,,,,,,,
Asteraceae,Synedrellopsis,,,,,,,,,,,
Asteraceae,Syneilesis,,,,,,,,,,,
Apiaceae,Synelcosciadium,,,,,,,,,,,
Phyllanthaceae,Synexemia,,,,,,,,,,,
Eriocaulaceae,Syngonanthus,,,,,,,,,,,
Araceae,Syngonium,,,,,,,,,,,
Sapindaceae,Synima,,,,,,,,,,,
Acanthaceae,Synnema,1.0,0.0,0.0,0.0,0.0,,,Caryophyllales,,,
Iridaceae,Synnotia,,,,,,,,,,,
Melastomataceae,Synodon,,,,,,,,,,,
Moraceae,Synoecia,,,,,,,,,,,
Orchidaceae,Synoplectris,,,,,,,,,,,
Melastomataceae,Synoptera,,,,,,,,,,,
Asteraceae,Synosma,,,,,,,,,,,
Asteraceae,Synotis,,,,,,,,,,,
Meliaceae,Synoum,,,,,,,,,,,
Scrophulariaceae,Synphyllium,,,,,,,,,,,
Sapotaceae,Synsepalum,,,,,,,,,,,
Brassicaceae,Synstemon,,,,,,,,,,,
Aquifoliaceae,Synstima,,,,,,,,,,,
Poaceae,Syntherisma,,,,,,,,,,,
Brassicaceae,Synthlipsis,,,,,,,,,,,
Plantaginaceae,Synthyris,,,,,,,,,,,
Menispermaceae,Syntriandrium,,,,,,,,,,,
Menispermaceae,Syntriandrum,,,,,,,,,,,
Asteraceae,Syntrichopappus,,,,,,,,,,,
Cyperaceae,Syntrinema,,,,,,,,,,,
Asteraceae,Synurus,,,,,,,,,,,
Asteraceae,Syreitschikovia,,,,,,,,,,,
Brassicaceae,Syrenia,,,,,,,,,,,
Oleaceae,Syringa,,,,,,,,,,,
Rubiaceae,Syringantha,,,,,,,,,,,
Acanthaceae,Syringidium,,,,,,,,,,,
Iridaceae,Syringodea,,,,,,,,,,,
Cymodoceaceae,Syringodium,,,,,,,,,,,
Fabaceae,Syrmatium,,,,,,,,,,,
Menispermaceae,Syrrheonema,,,,,,,,,,,
Menispermaceae,Syrrhonema,,,,,,,,,,,
Fabaceae,Syspone,,,,,,,,,,,
Primulaceae,Systellantha,,,,,,,,,,,
Orchidaceae,Systeloglossum,,,,,,,,,,,
Rutaceae,Systemon,,,,,,,,,,,
Lauraceae,Systemonodaphne,,,,,,,,,,,
Polygonaceae,Systenotheca,,,,,,,,,,,
Myrtaceae,Syzygium,,,,,,,,,,,
Apiaceae,Szowitsia,,,,,,,,,,,
Solanaceae,Tabacus,,,,,,,,,,,
Fabaceae,Tabaroa,,,,,,,,,,,
Bignoniaceae,Tabebuia,,,,,,,,,,,
Apocynaceae,Taberna,,,,,,,,,,,
Apocynaceae,Tabernaemontana,,,,,,,,,,,
Apocynaceae,Tabernanthe,,,,,,,,,,,
Phyllanthaceae,Tacarcuna,,,,,,,,,,,
Apocynaceae,Tacazzea,,,,,,,,,,,
Dioscoreaceae,Tacca,,,,,,,,,,,
Araceae,Taccarum,,,,,,,,,,,
Gentianaceae,Tachia,,,,,,,,,,,
Gentianaceae,Tachiadenus,,,,,,,,,,,
Fabaceae,Tachigali,,,,,,,,,,,
Cactaceae,Tacinga,0.0,1.0,0.0,0.0,0.0,,,Caryophyllales,,,
Crassulaceae,Tacitus,,,,,,,,,,,
Passifloraceae,Tacsonia,,,,,,,,,,,
Fabaceae,Tadehagi,,,,,,,,,,,
Amaryllidaceae,Taenais,,,,,,,,,,,
Acanthaceae,Taeniandra,,,,,,,,,,,
Poaceae,Taeniatherum,1.0,0.0,0.0,0.0,0.0,0.0,Metcalfe (1960); Watson and Dallwitz (1992),,,,
Apiaceae,Taenidia,,,,,,,,,,,
Connaraceae,Taeniochlaena,,,,,,,,,,,
Orchidaceae,Taeniophyllum,0.0,1.0,0.0,0.0,0.0,,,Asparagales,,,
Poaceae,Taeniorhachis,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Orchidaceae,Taeniorrhiza,,,,,,,,,,,
Euphorbiaceae,Taeniosapium,,,,,,,,,,,
Asteraceae,Tafalla,,,,,,,,,,,
Chloranthaceae,Tafallaea,,,,,,,,,,,
Asteraceae,Tagetes,,,,,,,,,,,
Loranthaceae,Taguaria,,,,,,,,,,,
Arecaceae,Tahina,,,,,,,,,,,
Malvaceae,Tahitia,,,,,,,,,,,
Orchidaceae,Tainia,,,,,,,,,,,
Winteraceae,Takhtajania,,,,,,,,,,,
Asteraceae,Takhtajaniantha,,,,,,,,,,,
Asteraceae,Talamancalia,,,,,,,,,,,
Apiaceae,Talassia,,,,,,,,,,,
Magnoliaceae,Talauma,,,,,,,,,,,
Acanthaceae,Talbotia,,,,,,,,,,,
Fabaceae,Talbotiella,,,,,,,,,,,
Rhamnaceae,Talguenea,,,,,,,,,,,
Connaraceae,Tali,,,,,,,,,,,
Talinaceae,Talinella,,,,,,,,,,,
Anacampserotaceae,Talinopsis,,,,,,,,,,,
Talinaceae,Talinum,0.0,0.0,1.0,0.0,0.0,,,Caryophyllales,,,
Malvaceae,Talipariti,,,,,,,,,,,
Sapindaceae,Talisia,,,,,,,,,,,
Sapindaceae,Talisiopsis,,,,,,,,,,,
Lauraceae,Tamala,,,,,,,,,,,
Apiaceae,Tamamschjanella,,,,,,,,,,,
Asteraceae,Tamananthus,,,,,,,,,,,
Asteraceae,Tamania,,,,,,,,,,,
Fabaceae,Tamarindus,,,,,,,,,,,
Tamaricaceae,Tamarix,,,,,,,,,,,
Asteraceae,Tamaulipa,,,,,,,,,,,
Orchidaceae,Tamayorkis,,,,,,,,,,,
Monimiaceae,Tambourissa,,,,,,,,,,,
Zingiberaceae,Tamijia,,,,,,,,,,,
Rubiaceae,Tamilnadia,,,,,,,,,,,
Rubiaceae,Tammsia,,,,,,,,,,,
Verbenaceae,Tamonea,,,,,,,,,,,
Celastraceae,Tampoa,,,,,,,,,,,
Rubiaceae,Tamridaea,,,,,,,,,,,
Ranunculaceae,Tamuria,,,,,,,,,,,
Apiaceae,Tana,,,,,,,,,,,
Asteraceae,Tanacetopsis,,,,,,,,,,,
Asteraceae,Tanacetum,,,,,,,,,,,
Bignoniaceae,Tanaecium,,,,,,,,,,,
Saxifragaceae,Tanakaea,,,,,,,,,,,
Euphorbiaceae,Tanarius,,,,,,,,,,,
Asteraceae,Tanaxion,,,,,,,,,,,
Basellaceae,Tandonia,,,,,,,,,,,
Euphorbiaceae,Tannodia,,,,,,,,,,,
Aizoaceae,Tanquana,,,,,,,,,,,
Apocynaceae,Tanulepis,,,,,,,,,,,
Pentaphylacaceae,Taonabo,,,,,,,,,,,
Rubiaceae,Tapanhuacanga,,,,,,,,,,,
Iridaceae,Tapeinia,,,,,,,,,,,
Costaceae,Tapeinochilos,,,,,,,,,,,
Primulaceae,Tapeinosperma,,,,,,,,,,,
Apocynaceae,Tapeinostelma,,,,,,,,,,,
Gentianaceae,Tapeinostemon,,,,,,,,,,,
Commelinaceae,Tapheocarpa,,,,,,,,,,,
Gesneriaceae,Tapina,,,,,,,,,,,
Loranthaceae,Tapinanthus,,,,,,,,,,,
Loranthaceae,Tapinostemma,,,,,,,,,,,
Rubiaceae,Tapiphyllum,,,,,,,,,,,
Anacardiaceae,Tapirira,,,,,,,,,,,
Tapisciaceae,Tapiscia,,,,,,,,,,,
Asteraceae,Taplinia,,,,,,,,,,,
Euphorbiaceae,Tapoides,,,,,,,,,,,
Dichapetalaceae,Tapura,,,,,,,,,,,
Fabaceae,Tara,,,,,,,,,,,
Achariaceae,Taraktogenos,,,,,,,,,,,
Fabaceae,Taralea,,,,,,,,,,,
Malvaceae,Tarasa,,,,,,,,,,,
